time_sec,hr_mean,hr_std,spo2_mean,spo2_trend,bp_sys_mean,bp_drop_rate,motion_avg,anomaly_score,anomaly_flag
29,80.05946360463662,5.870370010129822,97.44402584147224,-0.9411705314040546,119.56607467081687,4.55023242662304,0.0743819612782749,0.1822664054495461,0
30,79.91300750260454,5.875432012722767,97.42414290376398,0.3844376185355997,119.80280410824253,6.1459808373339655,0.0735961193832191,0.1838259665513492,0
31,80.17841316736188,6.031416346301105,97.42904085284862,0.4708114490870088,119.8169413755358,-6.153634926355778,0.0746778016659178,0.1851329421168525,0
32,80.09025506565008,6.014244520148103,97.45673324286234,1.2334255132630148,119.43597769503631,1.9915793023921535,0.0742990242514565,0.1764046130347265,0
33,79.74615629426822,5.954020308669594,97.48674721882593,1.0451319207288776,119.55989484359591,4.900778487630021,0.075346122867341,0.17290457747572485,0
34,79.88704939917842,5.987224266718144,97.50659225718616,0.485849284182521,119.4997975239301,-1.6131981338923538,0.0760898050024349,0.19124077620342472,0
35,79.7554885067755,6.048990120518081,97.53901958165638,0.0471884370972759,119.67608382025723,-0.7736384362057862,0.0768428444163664,0.1893414366481248,0
36,79.57277527737514,5.925489894547156,97.51550536735084,-0.8262256152752769,119.74953893141584,-3.029703377827218,0.076483989149012,0.18236531529129513,0
37,79.20916129697079,6.037143513850806,97.50883594539329,0.844875203904337,119.63088498241902,3.5459169726949824,0.0756759578850426,0.17075463737005414,0
38,79.09466640857566,6.090803164224688,97.53463529058308,-0.4641341523603017,119.83519223766098,-2.468968976843584,0.0759007951978012,0.17991723671623666,0
39,79.0485732342134,6.071928683342747,97.5162493710606,0.1374720972054604,119.9806954672995,2.9076914501277287,0.0744663782690553,0.17369675236066795,0
40,79.20882447058781,6.110612803543265,97.52215809673132,-0.1376652617122573,119.89220222793443,-4.773688175218823,0.0733469055640058,0.1766485430686623,0
41,79.2937708752225,6.112913004482251,97.48834739577327,-1.7470348368765372,119.8432119652312,1.5718152536921934,0.0733030109355492,0.16916084962035322,0
42,79.2460894680286,6.10497838611894,97.45233163684,-0.7227821118032409,119.70806788064188,-4.036944090862377,0.0735944236902085,0.17749983108798273,0
43,79.46104634123773,5.96561910342267,97.43893172992792,0.1806877745234771,119.6362633154582,4.774750912728905,0.0734369510397727,0.17577978167353092,0
44,79.49389912019048,5.932001719639167,97.44607151392631,0.5255243087063377,119.38562054555042,-3.8799662681130656,0.0738935831093367,0.18024297540019918,0
45,79.47289156296999,5.939498603702234,97.4437967986678,0.5620701302016755,119.0775065462802,-1.5152279326657236,0.073098365951863,0.17283391953387772,0
46,79.54651720955327,5.907912127018642,97.50075551937104,0.9924305800535508,119.2849173723674,6.863537990086925,0.0734141924840203,0.16851743895378607,0
47,79.64556719536975,5.962237957534263,97.49830516055484,-0.3275223046934172,119.36773318466514,-0.2296068599886638,0.0723874119614468,0.18482642057711546,0
48,79.81245284404837,5.937347241271458,97.5179816178774,0.978318363838966,119.29908499684376,2.8506697954545643,0.071852200914112,0.18205702046343836,0
49,79.76568798351137,5.987164925740427,97.5415545160278,0.2792256644819986,119.07812287065224,-6.069996522618354,0.0720309200786448,0.18270005435677772,0
50,79.61347934357447,5.883975182134697,97.53297167698194,-0.3615395964013004,119.37494158703856,4.195892082059274,0.0715172983886183,0.18408003704652204,0
51,79.59223854625051,5.887053690860034,97.56127932714276,14.272682888904129,119.40816119902546,0.7137236271845353,0.0725423595019873,0.09726088940307809,0
52,78.68092733087722,3.5158145324514427,97.98755296136682,-0.2718171254665265,119.81199437522652,-0.5301188222103406,0.049367335450358,0.21677706684401127,0
53,78.95245059421778,3.4802558330895077,98.01370557394073,0.3752497508216379,119.6665629444161,-6.35213745316868,0.0479334194337197,0.21485003523556806,0
54,79.16250156048729,3.597880805006111,98.02757103470866,0.2793208342367848,119.37516235533695,4.875085825366668,0.0484208942465966,0.22261593317509326,0
55,79.27188256440813,3.686951655728814,98.0090283537312,0.209889434183097,119.59383452422426,1.0738840689173372,0.0503812538719358,0.23207406255526547,0
