time_sec,hr_mean,hr_std,spo2_mean,spo2_trend,bp_sys_mean,bp_drop_rate,motion_avg
29,80.05946360463662,5.870370010129822,97.44402584147225,-0.9411705314040546,119.56607467081689,4.55023242662304,0.07438196127827493
30,79.91300750260454,5.875432012722767,97.42414290376398,0.38443761853559977,119.80280410824251,6.1459808373339655,0.07359611938321917
31,80.17841316736188,6.031416346301105,97.42904085284862,0.4708114490870088,119.8169413755358,-6.153634926355778,0.07467780166591784
32,80.09025506565008,6.014244520148103,97.45673324286234,1.2334255132630148,119.43597769503633,1.9915793023921537,0.07429902425145653
33,79.74615629426822,5.954020308669594,97.48674721882593,1.0451319207288776,119.55989484359591,4.900778487630021,0.075346122867341
34,79.88704939917842,5.987224266718144,97.50659225718617,0.48584928418252105,119.4997975239301,-1.6131981338923538,0.07608980500243494
35,79.7554885067755,6.048990120518081,97.53901958165638,0.04718843709727594,119.67608382025725,-0.7736384362057862,0.07684284441636648
36,79.57277527737514,5.925489894547156,97.51550536735084,-0.8262256152752769,119.74953893141584,-3.029703377827218,0.07648398914901204
37,79.20916129697079,6.037143513850806,97.50883594539327,0.844875203904337,119.63088498241902,3.5459169726949824,0.07567595788504262
38,79.09466640857566,6.090803164224688,97.53463529058307,-0.46413415236030175,119.83519223766098,-2.468968976843584,0.07590079519780128
39,79.0485732342134,6.071928683342747,97.5162493710606,0.1374720972054604,119.9806954672995,2.9076914501277287,0.07446637826905537
40,79.20882447058781,6.110612803543265,97.52215809673133,-0.13766526171225735,119.89220222793445,-4.7736881752188225,0.07334690556400589
41,79.2937708752225,6.112913004482251,97.48834739577327,-1.7470348368765372,119.84321196523119,1.5718152536921934,0.07330301093554929
42,79.2460894680286,6.10497838611894,97.45233163684,-0.7227821118032409,119.70806788064189,-4.036944090862377,0.0735944236902085
43,79.46104634123773,5.96561910342267,97.43893172992793,0.18068777452347717,119.6362633154582,4.774750912728905,0.07343695103977274
44,79.49389912019048,5.932001719639167,97.44607151392633,0.5255243087063377,119.38562054555042,-3.8799662681130656,0.07389358310933677
45,79.47289156296999,5.939498603702234,97.4437967986678,0.5620701302016755,119.07750654628019,-1.5152279326657236,0.07309836595186309
46,79.54651720955327,5.907912127018642,97.50075551937104,0.9924305800535507,119.2849173723674,6.863537990086925,0.07341419248402035
47,79.64556719536975,5.9622379575342626,97.49830516055484,-0.32752230469341725,119.36773318466514,-0.22960685998866381,0.07238741196144685
48,79.81245284404837,5.937347241271458,97.51798161787741,0.9783183638389659,119.29908499684375,2.8506697954545643,0.07185220091411203
49,79.76568798351137,5.987164925740427,97.54155451602779,0.2792256644819986,119.07812287065225,-6.069996522618354,0.07203092007864487
50,79.61347934357447,5.883975182134697,97.53297167698194,-0.3615395964013004,119.37494158703855,4.195892082059274,0.07151729838861837
51,79.59223854625051,5.887053690860034,97.56127932714277,14.272682888904129,119.40816119902546,0.7137236271845353,0.07254235950198738
52,78.68092733087722,3.5158145324514427,97.98755296136682,-0.2718171254665265,119.81199437522653,-0.5301188222103406,0.049367335450358076
53,78.95245059421778,3.4802558330895073,98.01370557394071,0.3752497508216379,119.6665629444161,-6.35213745316868,0.04793341943371974
54,79.16250156048729,3.597880805006111,98.02757103470866,0.2793208342367848,119.37516235533697,4.875085825366668,0.04842089424659665
55,79.27188256440813,3.686951655728814,98.00902835373121,0.20988943418309702,119.59383452422426,1.0738840689173372,0.05038125387193588
56,79.31345270496809,3.6485755111953786,98.05040942668967,-0.0092335398409773,119.73408477629083,-1.7848091457335755,0.05036412596263162
57,79.22213131907515,3.6261047417720564,98.02272644511724,-0.07572919115735033,119.25900020296686,-10.468280626395142,0.050830581105647206
58,79.34638493525148,3.632373316063261,98.0291811411433,0.1349220031674747,119.54288205949737,11.234836411722824,0.05033388049434776
59,79.51535011884023,3.72440879131118,98.03320567807374,-0.22394629224265827,120.01709640437775,10.260207077118807,0.0515272851148205
60,79.5316877687581,3.716753278150496,98.01916362532829,-0.18376243636704714,119.85768300332128,-12.862851540771132,0.05354244832868967
61,79.25996281393508,3.4059774473746525,98.02879016102658,-0.07116418037674066,119.84205112829365,-1.840189145491678,0.05242533658154367
62,79.11425111403265,3.4685464789171396,98.02612936247056,0.25318227767517953,119.94360421944738,5.507128287833581,0.05251965121189872
63,79.9768438641654,5.3275600692008656,97.62727812963254,-11.515756215219056,119.87163630280597,-0.3048517462241449,0.07886545169978289
64,79.97550798553752,5.326705561883707,97.65922442325787,0.471418358836047,120.0001678164526,4.401784774749245,0.07918612496307725
65,80.31911914267644,5.334939167970249,97.62549116470383,-0.2593828903575144,119.74605339108524,-12.253016606626531,0.07789078749121377
66,80.28166931379842,5.3351329618554635,97.66176237156488,0.46199324928258534,119.92447047972607,9.9462420424194,0.07864481559776039
67,80.67676305003467,5.148665343349772,97.67873146208238,0.579967563736048,119.96119730405648,-0.7047909566176287,0.07851207341948714
68,80.90207265989415,5.023906032668525,97.66110252142288,-0.4414247864713303,119.95812832791634,-3.662842990960044,0.0792561404373754
69,80.78980852783091,5.064025428062134,97.65772423091151,-0.141138388257815,119.938275279249,2.4041692743111582,0.07936458062626482
70,80.73953239789931,5.049265276498187,97.6414381116274,0.3880721885058591,120.1926735303684,3.4538508183833443,0.07776066232305398
71,80.92175483593611,5.1449829298735175,97.66922024521422,0.16690193872612724,120.36848758943638,-0.7857105078495437,0.07821382848311163
72,80.93239780170656,5.142350074250173,97.6732317556068,-0.20043959266344302,120.34297733618276,-10.076673460510875,0.07938635190244403
73,81.18116411522699,5.215410902087571,97.68467868279227,0.30990207013597626,120.48550496897639,9.815887494146054,0.07966460296441134
74,81.02900103339735,5.488975081178798,97.7038528886943,1.1689919435227836,120.60989034540911,-4.424233958940022,0.08015625392963897
75,81.23456726176668,5.4529168043410206,97.74424220455623,0.06498798496262737,120.80771043677201,0.6878135152401796,0.08010633495349768
76,81.3075920403264,5.424884412594617,97.7137776067655,0.15200341081809654,120.77679974396307,0.0016144649309097758,0.0794816352712552
77,81.1267747634351,5.4145633472946635,97.72472682300668,-0.5893395371356291,120.71630261652042,-1.117199898999786,0.07942679656626636
78,81.09319376169738,5.416097966185025,97.68051189979423,-1.055316277046316,120.78444157688018,6.709752429526617,0.08064996744003904
79,81.06325659379895,5.4649354108707024,97.6599608259881,-0.0798213783262014,120.84234284516783,-6.3771272847813805,0.08214403086451154
80,80.99075581283464,5.47615263419746,97.68681214170377,-0.40522962975603605,120.5877430159645,-5.179140842669781,0.08140320372230384
81,81.08971512642505,5.4556221543867975,97.68415000721943,1.404609827652365,120.43035511125727,3.6300813620672017,0.08280661945428223
82,81.37702393243138,5.4756648553883425,97.68347147321738,-1.0767515227449564,120.38600859608708,2.8611228639010022,0.0834134141551008
83,81.22636439814944,5.507306491786802,97.65827783267132,-0.7965232885979248,120.72848667393696,5.252600337432881,0.08274278006762154
84,80.98109864809756,5.537570741140234,97.64116136475462,0.32210722605886133,120.80410854104989,-3.1306004967410814,0.08309647457017412
85,80.79002702640413,5.5385171576276715,97.65700772088623,-0.5561520706223604,120.60166261191627,-7.268149818479358,0.08117896199821555
86,81.02397631186074,5.5054432408976055,97.62030657388645,-0.27977850266134396,121.01466452021144,16.67862597712967,0.08195116924416562
87,81.10903810992887,5.488996993366776,97.63154169987085,0.06768370759212416,121.40654001510295,-11.102073028504591,0.08221676556593605
88,80.99423495857279,5.520251086541598,97.61883281693167,-0.3670805929210559,121.59235686744053,5.053077135105198,0.08318199107045997
89,80.93259793270492,5.496936450122298,97.6142532484375,0.059928235296141,121.19831595527812,-7.13552585788122,0.08153670240263397
90,81.0094315043307,5.471788668138445,97.62559646492875,-0.13226201257803893,121.34721570752185,3.425368391413386,0.07854761330100996
91,81.16333869995694,5.485725609317439,97.61219003153958,-0.39353322537061786,121.60847330791748,1.5305462990647811,0.07811187491556335
92,81.21724295064077,5.43664164151541,97.59169212135495,11.603781957276013,121.74928099992462,1.8936310361792579,0.07743687341717015
93,80.45199003815577,3.8444070473110625,97.98393112137416,-0.7069750234020091,121.87344601574323,-0.8041320318801581,0.04995437360631113
94,80.29137217475227,3.8240763040437815,97.96071940133943,0.7870645144151496,121.82002298818598,-0.9258565265262462,0.05013396194588524
95,79.91540484452521,3.8562769866041053,97.9855346092911,-0.6030628576389603,121.97715322563845,-5.9364186563354195,0.050292402362737555
96,79.96448889767787,3.862963758376022,97.96401223817428,-0.6927505997473702,121.75996550988329,-1.2832965538097625,0.04916000118888962
97,79.86549188091625,3.7930261975950725,97.97187793873557,1.3448068003599616,121.71699641806207,4.521767761401307,0.04840184159266862
98,79.81795553846221,3.7814469056285525,97.99940937003817,0.48586686794791945,121.89620885294235,3.0026028100843405,0.04780283663591497
99,79.87269322129288,3.7573399496072013,98.00133160287027,0.40511217522839615,121.80264084982596,-5.779243865588384,0.049106683672526893
100,79.63579104161838,3.8768986351385633,98.03137592075353,0.45593771739972055,121.8085932638453,6.439463332454977,0.04981111506835083
101,79.37463345638751,3.6817774448854697,98.02939427976243,-0.01289260278511506,121.90531015808826,1.93722389885896,0.04931039432414259
102,79.33371499273196,3.6830563268760095,98.05408026179195,0.19673205265864624,121.94309322358829,-11.844688322797992,0.04840262121979762
103,79.01812553606052,3.4686108990090387,98.04724662279077,-0.47033327696075844,121.66691340849634,0.39700107638569193,0.04877915472838792
104,79.34592012171703,2.9688118690004712,98.02361977462205,-0.7514929773971062,121.65429899951754,3.4827282244547177,0.048125701374367696
105,79.29020656870894,2.9073368578492547,98.00782032653905,0.5049424761943015,121.69342209454649,2.2399386354726687,0.04692831225797806
